time = 2020-11-17 09:03:00 cash in hand = 738.02, portfolio value = 1613.41, unrealized PNL = 111.99 realized PNL = -638.62, holding = 1.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -44.244573273188905 and [call,puts] values are = [32. 23.] and max call price = 31.75 compared to 31.75 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.5260305260153473 and RSI = 67.53406257672204 and slop[-1] =-24.81496025438261 and self.submitted = 0 and upper BBand = 3606.7787814108447 and lower BBand = 3605.992616313874 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1915, and df["volume"] = 280
time = 2020-11-17 09:04:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -3.326198309291022 and [call,puts] values are = [32. 23.] and max call price = 28.75 compared to 28.75 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.431215902412987 and RSI = 61.24458521148159 and slop[-1] =-24.304549265936714 and self.submitted = 0 and upper BBand = 3606.8656912131046 and lower BBand = 3606.0663859643973 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 2753, and df["volume"] = 1457
time = 2020-11-17 09:04:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -9.096770445719427 and [call,puts] values are = [32. 23.] and max call price = 28.75 compared to 28.75 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.431215902412987 and RSI = 61.24458521148159 and slop[-1] =-24.304549265936714 and self.submitted = 0 and upper BBand = 3606.8656912131046 and lower BBand = 3606.0663859643973 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 2753, and df["volume"] = 1808
time = 2020-11-17 09:04:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -9.469746913761732 and [call,puts] values are = [32. 23.] and max call price = 28.75 compared to 28.75 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.431215902412987 and RSI = 61.24458521148159 and slop[-1] =-24.304549265936714 and self.submitted = 0 and upper BBand = 3606.8656912131046 and lower BBand = 3606.0663859643973 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 2753, and df["volume"] = 1831
time = 2020-11-17 09:04:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -11.049546248504896 and [call,puts] values are = [32. 23.] and max call price = 28.5 compared to 28.5 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.431215902412987 and RSI = 61.24458521148159 and slop[-1] =-24.304549265936714 and self.submitted = 0 and upper BBand = 3606.8656912131046 and lower BBand = 3606.0663859643973 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 2753, and df["volume"] = 1929
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -11.161769943679207 and [call,puts] values are = [32. 23.] and max call price = 28.5 compared to 28.5 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 0
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -7.777239236609365 and [call,puts] values are = [32. 23.] and max call price = 28.75 compared to 28.75 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 209
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -6.810765242496069 and [call,puts] values are = [32. 23.] and max call price = 28.75 compared to 28.75 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 268
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -6.630126873138614 and [call,puts] values are = [32. 23.] and max call price = 28.75 compared to 28.75 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 279
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -2.8447587643435908 and [call,puts] values are = [32. 23.] and max call price = 29.0 compared to 29.0 and max put price = 22.5 compared to 22.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.5 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 508
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = 0.8657185032211601 and [call,puts] values are = [32. 23.] and max call price = 29.25 compared to 29.25 and max put price = 22.5 compared to 22.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.5 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 731
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = 1.6811370763455324 and [call,puts] values are = [32. 23.] and max call price = 29.0 compared to 29.0 and max put price = 22.5 compared to 22.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.5 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 780
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = 20.917349479165598 and [call,puts] values are = [32. 23.] and max call price = 29.0 compared to 29.0 and max put price = 22.5 compared to 22.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.5 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 2054
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = 4.651668722383828 and [call,puts] values are = [32. 23.] and max call price = 29.0 compared to 29.0 and max put price = 22.5 compared to 22.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.5 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 959
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = 5.692047080127134 and [call,puts] values are = [32. 23.] and max call price = 28.75 compared to 28.75 and max put price = 22.5 compared to 22.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.5 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 1022
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = 7.7935834092185985 and [call,puts] values are = [32. 23.] and max call price = 29.0 compared to 29.0 and max put price = 22.5 compared to 22.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.5 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 1150
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = 9.064300467702726 and [call,puts] values are = [32. 23.] and max call price = 29.0 compared to 29.0 and max put price = 22.5 compared to 22.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.5 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 1228
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = 9.113003226607898 and [call,puts] values are = [32. 23.] and max call price = 29.25 compared to 29.25 and max put price = 22.5 compared to 22.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.5 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 1231
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = 9.664024321484485 and [call,puts] values are = [32. 23.] and max call price = 29.5 compared to 29.5 and max put price = 22.25 compared to 22.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.25 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 1265
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 17.0 and obv_slope = 20.090691008486317 and [call,puts] values are = [32. 23.] and max call price = 29.5 compared to 29.5 and max put price = 22.0 compared to 22.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.0 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 1945
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 17.0 and obv_slope = 25.050723314825216 and [call,puts] values are = [32. 23.] and max call price = 29.75 compared to 29.75 and max put price = 22.0 compared to 22.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.0 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 2791
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 17.0 and obv_slope = 27.96052737213603 and [call,puts] values are = [32. 23.] and max call price = 29.5 compared to 29.5 and max put price = 22.0 compared to 22.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.0 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 3643
time = 2020-11-17 09:05:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 17.0 and obv_slope = 22.977673429304918 and [call,puts] values are = [32. 23.] and max call price = 29.5 compared to 29.5 and max put price = 22.0 compared to 22.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.0 and EMA_9 - EMA_26 DIFF = 2.2620018715601873 and RSI = 65.28577435572755 and slop[-1] =-11.049546248504896 and self.submitted = 0 and upper BBand = 3606.7074463969984 and lower BBand = 3606.2360418665485 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1929, and df["volume"] = 2374
time = 2020-11-17 09:06:00 cash in hand = 2311.6, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -566.46, holding = 0.0 calls and 0.0 puts and ES = 3607.75 and bar_num = 17.0 and obv_slope = 40.55227393045431 and [call,puts] values are = [32. 23.] and max call price = 29.5 compared to 29.5 and max put price = 22.0 compared to 22.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.0 and EMA_9 - EMA_26 DIFF = 2.3549988580166428 and RSI = 51.785934548552845 and slop[-1] =22.977673429304918 and self.submitted = 0 and upper BBand = 3607.2157150903668 and lower BBand = 3605.9328147295373 and df["roll_max_cp"] = 3608.0 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 2374, and df["volume"] = 0
